region,environment,basin,sub_basin,year,total_surveyed_area,vegetation,area,veg_percent_of_total_area,y_on_y_veg_area_change,y_on_y_veg_percent_change,standardised_score
Mackay Whitsunday Isaac,Estuarine,Don,Don,remnant_2005,99.86141,Water,1235.4,12.37152,0,0,80
Mackay Whitsunday Isaac,Estuarine,Don,Don,remnant_2006,99.86141,Water,1235.4,12.37152,0,0,80
Mackay Whitsunday Isaac,Estuarine,Don,Don,remnant_2006b,99.86141,Water,1235.4,12.37152,0,0,80
Mackay Whitsunday Isaac,Estuarine,Don,Don,remnant_2007,99.86141,Water,1235.4,12.37152,0,0,80
Mackay Whitsunday Isaac,Estuarine,Don,Don,remnant_2009,99.86141,Water,1235.4,12.37152,0,0,80
Mackay Whitsunday Isaac,Estuarine,Don,Don,remnant_2011,99.86141,Water,1235.4,12.37152,0,0,80
Mackay Whitsunday Isaac,Estuarine,Don,Don,remnant_2013,99.86141,Water,1235.4,12.37152,0,-0,80
Mackay Whitsunday Isaac,Estuarine,Don,Don,remnant_2015,99.86141,Water,1235.4,12.37152,0,0,80
Mackay Whitsunday Isaac,Estuarine,Don,Don,remnant_2017,99.86141,Water,1235.4,12.37152,0,0,80
Mackay Whitsunday Isaac,Estuarine,Don,Don,remnant_2019,99.86141,Water,1235.4,12.37152,0,0,80
Mackay Whitsunday Isaac,Estuarine,Don,Don,remnant_2021,99.86141,Water,1235.4,12.37152,0,0,80
Burdekin,Estuarine,Haughton,Haughton,pre_clear,159.96932,Non-Remnant Vegetation,0,0,0,0,80
Burdekin,Estuarine,Haughton,Haughton,remnant_1997,159.96932,Non-Remnant Vegetation,68.3,0.42673,68.3,100,99
Burdekin,Estuarine,Haughton,Haughton,remnant_1999,159.96932,Non-Remnant Vegetation,74.6,0.46636,6.3,9.29,82
Burdekin,Estuarine,Haughton,Haughton,remnant_2000,159.96932,Non-Remnant Vegetation,74.6,0.46636,0,0,80
Burdekin,Estuarine,Haughton,Haughton,remnant_2001,159.96932,Non-Remnant Vegetation,74.7,0.467,0.1,0.14,81
Burdekin,Estuarine,Haughton,Haughton,remnant_2003,159.96932,Non-Remnant Vegetation,74.5,0.46593,-0.2,-0.23,54
Burdekin,Estuarine,Haughton,Haughton,remnant_2005,159.96932,Non-Remnant Vegetation,74.5,0.46593,0,0,80
Burdekin,Estuarine,Haughton,Haughton,remnant_2006,159.96932,Non-Remnant Vegetation,74.5,0.46593,0,0,80
Burdekin,Estuarine,Haughton,Haughton,remnant_2006b,159.96932,Non-Remnant Vegetation,74.5,0.46593,0,0,80
Burdekin,Estuarine,Haughton,Haughton,remnant_2007,159.96932,Non-Remnant Vegetation,74.5,0.46593,0,0,80
Burdekin,Estuarine,Haughton,Haughton,remnant_2009,159.96932,Non-Remnant Vegetation,74.5,0.46593,0,0,80
Burdekin,Estuarine,Haughton,Haughton,remnant_2011,159.96932,Non-Remnant Vegetation,74.5,0.46593,0,0,80
Burdekin,Estuarine,Haughton,Haughton,remnant_2013,159.96932,Non-Remnant Vegetation,74.5,0.46593,0,0,80
Burdekin,Estuarine,Haughton,Haughton,remnant_2015,159.96932,Non-Remnant Vegetation,74.5,0.46593,0,0,80
Burdekin,Estuarine,Haughton,Haughton,remnant_2017,159.96932,Non-Remnant Vegetation,74.5,0.46593,0,0,80
Burdekin,Estuarine,Haughton,Haughton,remnant_2019,159.96932,Non-Remnant Vegetation,74.5,0.46593,0,0,80
Burdekin,Estuarine,Haughton,Haughton,remnant_2021,159.96932,Non-Remnant Vegetation,74.5,0.46593,0,0,81
Burdekin,Estuarine,Haughton,Haughton,pre_clear,159.96932,Remnant Vegetation,13915,86.98515,0,0,80
Burdekin,Estuarine,Haughton,Haughton,remnant_1997,159.96932,Remnant Vegetation,13759.9,86.01561,-155.1,-1.11,20
Burdekin,Estuarine,Haughton,Haughton,remnant_1999,159.96932,Remnant Vegetation,13753.5,85.97598,-6.3,-0.05,71
Burdekin,Estuarine,Haughton,Haughton,remnant_2000,159.96932,Remnant Vegetation,13753.5,85.97598,0,0,80
Burdekin,Estuarine,Haughton,Haughton,remnant_2001,159.96932,Remnant Vegetation,13753.4,85.97535,-0.1,-0,80
Burdekin,Estuarine,Haughton,Haughton,remnant_2003,159.96932,Remnant Vegetation,13753.2,85.97376,-0.3,-0,80
Burdekin,Estuarine,Haughton,Haughton,remnant_2005,159.96932,Remnant Vegetation,13753.2,85.97376,0,0,80
Burdekin,Estuarine,Haughton,Haughton,remnant_2006,159.96932,Remnant Vegetation,13753.2,85.97376,0,0,80
Burdekin,Estuarine,Haughton,Haughton,remnant_2006b,159.96932,Remnant Vegetation,13753.2,85.97376,0,0,80
Burdekin,Estuarine,Haughton,Haughton,remnant_2007,159.96932,Remnant Vegetation,13753.2,85.97376,0,-0,80
Burdekin,Estuarine,Haughton,Haughton,remnant_2009,159.96932,Remnant Vegetation,13753.2,85.97376,0,0,80
Burdekin,Estuarine,Haughton,Haughton,remnant_2011,159.96932,Remnant Vegetation,13753.2,85.97376,0,0,80
Burdekin,Estuarine,Haughton,Haughton,remnant_2013,159.96932,Remnant Vegetation,13753.2,85.97376,0,0,80
Burdekin,Estuarine,Haughton,Haughton,remnant_2015,159.96932,Remnant Vegetation,13753.2,85.97376,0,0,80
Burdekin,Estuarine,Haughton,Haughton,remnant_2017,159.96932,Remnant Vegetation,13753.2,85.97376,0,0,80
Burdekin,Estuarine,Haughton,Haughton,remnant_2019,159.96932,Remnant Vegetation,13753.2,85.97376,0,0,80
Burdekin,Estuarine,Haughton,Haughton,remnant_2021,159.96932,Remnant Vegetation,13753.2,85.97376,0,0,80
Burdekin,Estuarine,Haughton,Haughton,pre_clear,159.96932,Water,2082,13.01485,0,0,80
Burdekin,Estuarine,Haughton,Haughton,remnant_1997,159.96932,Water,2168.8,13.55766,86.8,4.17,81
Burdekin,Estuarine,Haughton,Haughton,remnant_1999,159.96932,Water,2168.8,13.55766,0,0,80
Burdekin,Estuarine,Haughton,Haughton,remnant_2000,159.96932,Water,2168.8,13.55766,0,0,80
Burdekin,Estuarine,Haughton,Haughton,remnant_2001,159.96932,Water,2168.8,13.55766,0,0,80
Burdekin,Estuarine,Haughton,Haughton,remnant_2003,159.96932,Water,2169.2,13.56031,0.4,0.02,81
Burdekin,Estuarine,Haughton,Haughton,remnant_2005,159.96932,Water,2169.2,13.56031,0,0,80
Burdekin,Estuarine,Haughton,Haughton,remnant_2006,159.96932,Water,2169.2,13.56031,0,0,80
Burdekin,Estuarine,Haughton,Haughton,remnant_2006b,159.96932,Water,2169.2,13.56031,0,0,80
Burdekin,Estuarine,Haughton,Haughton,remnant_2007,159.96932,Water,2169.2,13.56031,0,0,80
Burdekin,Estuarine,Haughton,Haughton,remnant_2009,159.96932,Water,2169.2,13.56031,0,0,80
Burdekin,Estuarine,Haughton,Haughton,remnant_2011,159.96932,Water,2169.2,13.56031,0,0,80
Burdekin,Estuarine,Haughton,Haughton,remnant_2013,159.96932,Water,2169.2,13.56031,0,0,80
Burdekin,Estuarine,Haughton,Haughton,remnant_2015,159.96932,Water,2169.2,13.56031,0,0,80
Burdekin,Estuarine,Haughton,Haughton,remnant_2017,159.96932,Water,2169.2,13.56031,0,0,80
Burdekin,Estuarine,Haughton,Haughton,remnant_2019,159.96932,Water,2169.2,13.56031,0,0,80
Burdekin,Estuarine,Haughton,Haughton,remnant_2021,159.96932,Water,2169.2,13.5603,0,-0,80
Wet Tropics,Estuarine,Herbert,Herbert,pre_clear,65.75389,Non-Remnant Vegetation,0,0,0,0,80
Wet Tropics,Estuarine,Herbert,Herbert,remnant_1997,65.75389,Non-Remnant Vegetation,102.4,1.55755,102.4,100,99
Wet Tropics,Estuarine,Herbert,Herbert,remnant_1999,65.75389,Non-Remnant Vegetation,102.4,1.55755,0,0,80
Wet Tropics,Estuarine,Herbert,Herbert,remnant_2000,65.75389,Non-Remnant Vegetation,102.4,1.55755,0,0,80
Wet Tropics,Estuarine,Herbert,Herbert,remnant_2001,65.75389,Non-Remnant Vegetation,102.9,1.56567,0.5,0.52,81
Wet Tropics,Estuarine,Herbert,Herbert,remnant_2003,65.75389,Non-Remnant Vegetation,103.2,1.56899,0.2,0.21,81
Wet Tropics,Estuarine,Herbert,Herbert,remnant_2005,65.75389,Non-Remnant Vegetation,106.3,1.61593,3.1,2.99,81
Wet Tropics,Estuarine,Herbert,Herbert,remnant_2006,65.75389,Non-Remnant Vegetation,106.3,1.61592,0,-0,80
Wet Tropics,Estuarine,Herbert,Herbert,remnant_2006b,65.75389,Non-Remnant Vegetation,106.3,1.61592,0,0,80
Wet Tropics,Estuarine,Herbert,Herbert,remnant_2007,65.75389,Non-Remnant Vegetation,106.4,1.61793,0.1,0.12,81
Wet Tropics,Estuarine,Herbert,Herbert,remnant_2009,65.75389,Non-Remnant Vegetation,106.4,1.61793,0,0,80
Wet Tropics,Estuarine,Herbert,Herbert,remnant_2011,65.75389,Non-Remnant Vegetation,106.4,1.61793,0,0,80
Wet Tropics,Estuarine,Herbert,Herbert,remnant_2013,65.75389,Non-Remnant Vegetation,106.4,1.61793,0,0,80
Wet Tropics,Estuarine,Herbert,Herbert,remnant_2015,65.75389,Non-Remnant Vegetation,106.5,1.61951,0.1,0.1,81
Wet Tropics,Estuarine,Herbert,Herbert,remnant_2017,65.75389,Non-Remnant Vegetation,106.5,1.61951,0,0,80
Wet Tropics,Estuarine,Herbert,Herbert,remnant_2019,65.75389,Non-Remnant Vegetation,106.5,1.61951,0,0,80
Wet Tropics,Estuarine,Herbert,Herbert,remnant_2021,65.75389,Non-Remnant Vegetation,105.5,1.60418,-1,-0.95,23
Wet Tropics,Estuarine,Herbert,Herbert,pre_clear,65.75389,Remnant Vegetation,5100.8,77.57365,0,0,80
Wet Tropics,Estuarine,Herbert,Herbert,remnant_1997,65.75389,Remnant Vegetation,5009.8,76.19079,-90.9,-1.78,20
Wet Tropics,Estuarine,Herbert,Herbert,remnant_1999,65.75389,Remnant Vegetation,5009.8,76.19079,0,0,80
Wet Tropics,Estuarine,Herbert,Herbert,remnant_2000,65.75389,Remnant Vegetation,5009.8,76.19079,0,-0,80
Wet Tropics,Estuarine,Herbert,Herbert,remnant_2001,65.75389,Remnant Vegetation,5009.3,76.18268,-0.5,-0.01,78
Wet Tropics,Estuarine,Herbert,Herbert,remnant_2003,65.75389,Remnant Vegetation,5009.1,76.17936,-0.2,-0,80
Wet Tropics,Estuarine,Herbert,Herbert,remnant_2005,65.75389,Remnant Vegetation,5006,76.13242,-3.1,-0.06,68
Wet Tropics,Estuarine,Herbert,Herbert,remnant_2006,65.75389,Remnant Vegetation,5006,76.13242,0,-0,80
Wet Tropics,Estuarine,Herbert,Herbert,remnant_2006b,65.75389,Remnant Vegetation,5006,76.13242,0,0,80
Wet Tropics,Estuarine,Herbert,Herbert,remnant_2007,65.75389,Remnant Vegetation,5005.9,76.13041,-0.1,-0,80
Wet Tropics,Estuarine,Herbert,Herbert,remnant_2009,65.75389,Remnant Vegetation,5005.9,76.13041,0,0,80
Wet Tropics,Estuarine,Herbert,Herbert,remnant_2011,65.75389,Remnant Vegetation,5005.9,76.13041,0,-0,80
Wet Tropics,Estuarine,Herbert,Herbert,remnant_2013,65.75389,Remnant Vegetation,5005.9,76.13041,0,0,80
Wet Tropics,Estuarine,Herbert,Herbert,remnant_2015,65.75389,Remnant Vegetation,5005.8,76.12883,-0.1,-0,80
Wet Tropics,Estuarine,Herbert,Herbert,remnant_2017,65.75389,Remnant Vegetation,5005.8,76.12883,0,0,80
Wet Tropics,Estuarine,Herbert,Herbert,remnant_2019,65.75389,Remnant Vegetation,5005.8,76.12883,0,-0,80
Wet Tropics,Estuarine,Herbert,Herbert,remnant_2021,65.75389,Remnant Vegetation,5006.7,76.14295,0.9,0.02,81
Wet Tropics,Estuarine,Herbert,Herbert,pre_clear,65.75389,Water,1474.6,22.42635,0,0,80
Wet Tropics,Estuarine,Herbert,Herbert,remnant_1997,65.75389,Water,1463.1,22.25166,-11.5,-0.78,29
Wet Tropics,Estuarine,Herbert,Herbert,remnant_1999,65.75389,Water,1463.1,22.25166,0,-0,80
Wet Tropics,Estuarine,Herbert,Herbert,remnant_2000,65.75389,Water,1463.1,22.25166,0,0,80
Wet Tropics,Estuarine,Herbert,Herbert,remnant_2001,65.75389,Water,1463.1,22.25166,0,0,80
Wet Tropics,Estuarine,Herbert,Herbert,remnant_2003,65.75389,Water,1463.1,22.25166,0,-0,80
Wet Tropics,Estuarine,Herbert,Herbert,remnant_2005,65.75389,Water,1463.1,22.25166,0,0,80
Wet Tropics,Estuarine,Herbert,Herbert,remnant_2006,65.75389,Water,1463.1,22.25166,0,0,81
Wet Tropics,Estuarine,Herbert,Herbert,remnant_2006b,65.75389,Water,1463.1,22.25166,0,-0,80
Wet Tropics,Estuarine,Herbert,Herbert,remnant_2007,65.75389,Water,1463.1,22.25166,0,0,81
Wet Tropics,Estuarine,Herbert,Herbert,remnant_2009,65.75389,Water,1463.1,22.25166,0,-0,80
Wet Tropics,Estuarine,Herbert,Herbert,remnant_2011,65.75389,Water,1463.1,22.25166,0,0,81
Wet Tropics,Estuarine,Herbert,Herbert,remnant_2013,65.75389,Water,1463.1,22.25166,0,0,80
Wet Tropics,Estuarine,Herbert,Herbert,remnant_2015,65.75389,Water,1463.1,22.25166,0,0,80
Wet Tropics,Estuarine,Herbert,Herbert,remnant_2017,65.75389,Water,1463.1,22.25166,0,-0,80
Wet Tropics,Estuarine,Herbert,Herbert,remnant_2019,65.75389,Water,1463.1,22.25166,0,0,81
Wet Tropics,Estuarine,Herbert,Herbert,remnant_2021,65.75389,Water,1463.2,22.25287,0.1,0.01,81
Wet Tropics,Estuarine,Johnstone,Johnstone,pre_clear,28.61444,Non-Remnant Vegetation,0,0,0,0,80
Wet Tropics,Estuarine,Johnstone,Johnstone,remnant_1997,28.61444,Non-Remnant Vegetation,63.3,2.21089,63.3,100,99
Wet Tropics,Estuarine,Johnstone,Johnstone,remnant_1999,28.61444,Non-Remnant Vegetation,63.3,2.21089,0,0,80
Wet Tropics,Estuarine,Johnstone,Johnstone,remnant_2000,28.61444,Non-Remnant Vegetation,63.4,2.21614,0.1,0.24,81
Wet Tropics,Estuarine,Johnstone,Johnstone,remnant_2001,28.61444,Non-Remnant Vegetation,63.4,2.21614,0,0,80
Wet Tropics,Estuarine,Johnstone,Johnstone,remnant_2003,28.61444,Non-Remnant Vegetation,63.4,2.21614,0,0,81
Wet Tropics,Estuarine,Johnstone,Johnstone,remnant_2005,28.61444,Non-Remnant Vegetation,64,2.23741,0.6,0.96,81
Wet Tropics,Estuarine,Johnstone,Johnstone,remnant_2006,28.61444,Non-Remnant Vegetation,64,2.23741,0,-0,80
Wet Tropics,Estuarine,Johnstone,Johnstone,remnant_2006b,28.61444,Non-Remnant Vegetation,64,2.23741,0,0,80
Wet Tropics,Estuarine,Johnstone,Johnstone,remnant_2007,28.61444,Non-Remnant Vegetation,64,2.23741,0,0,80
Wet Tropics,Estuarine,Johnstone,Johnstone,remnant_2009,28.61444,Non-Remnant Vegetation,64,2.23741,0,0,80
Wet Tropics,Estuarine,Johnstone,Johnstone,remnant_2011,28.61444,Non-Remnant Vegetation,64,2.23741,0,0,80
Wet Tropics,Estuarine,Johnstone,Johnstone,remnant_2013,28.61444,Non-Remnant Vegetation,64,2.23741,0,0,80
Wet Tropics,Estuarine,Johnstone,Johnstone,remnant_2015,28.61444,Non-Remnant Vegetation,64,2.23741,0,0,80
Wet Tropics,Estuarine,Johnstone,Johnstone,remnant_2017,28.61444,Non-Remnant Vegetation,64,2.23741,0,0,80
Wet Tropics,Estuarine,Johnstone,Johnstone,remnant_2019,28.61444,Non-Remnant Vegetation,64,2.23741,0,0,80
Wet Tropics,Estuarine,Johnstone,Johnstone,remnant_2021,28.61444,Non-Remnant Vegetation,64.4,2.25001,0.4,0.56,81
Wet Tropics,Estuarine,Johnstone,Johnstone,pre_clear,28.61444,Remnant Vegetation,1850,64.651,0,0,80
Wet Tropics,Estuarine,Johnstone,Johnstone,remnant_1997,28.61444,Remnant Vegetation,1792.5,62.64358,-57.4,-3.11,20
Wet Tropics,Estuarine,Johnstone,Johnstone,remnant_1999,28.61444,Remnant Vegetation,1792.5,62.64358,0,-0,80
Wet Tropics,Estuarine,Johnstone,Johnstone,remnant_2000,28.61444,Remnant Vegetation,1792.4,62.63833,-0.1,-0.01,79
Wet Tropics,Estuarine,Johnstone,Johnstone,remnant_2001,28.61444,Remnant Vegetation,1792.4,62.63833,0,-0,80
Wet Tropics,Estuarine,Johnstone,Johnstone,remnant_2003,28.61444,Remnant Vegetation,1792.4,62.63833,0,-0,80
Wet Tropics,Estuarine,Johnstone,Johnstone,remnant_2005,28.61444,Remnant Vegetation,1791.8,62.61706,-0.6,-0.03,74
Wet Tropics,Estuarine,Johnstone,Johnstone,remnant_2006,28.61444,Remnant Vegetation,1791.8,62.61706,0,0,80
Wet Tropics,Estuarine,Johnstone,Johnstone,remnant_2006b,28.61444,Remnant Vegetation,1791.8,62.61706,0,0,80
Wet Tropics,Estuarine,Johnstone,Johnstone,remnant_2007,28.61444,Remnant Vegetation,1791.8,62.61706,0,0,80
Wet Tropics,Estuarine,Johnstone,Johnstone,remnant_2009,28.61444,Remnant Vegetation,1791.8,62.61706,0,0,80
Wet Tropics,Estuarine,Johnstone,Johnstone,remnant_2011,28.61444,Remnant Vegetation,1791.8,62.61706,0,0,80
Wet Tropics,Estuarine,Johnstone,Johnstone,remnant_2013,28.61444,Remnant Vegetation,1791.8,62.61706,0,0,80
Wet Tropics,Estuarine,Johnstone,Johnstone,remnant_2015,28.61444,Remnant Vegetation,1791.8,62.61706,0,0,80
Wet Tropics,Estuarine,Johnstone,Johnstone,remnant_2017,28.61444,Remnant Vegetation,1791.8,62.61706,0,0,80
Wet Tropics,Estuarine,Johnstone,Johnstone,remnant_2019,28.61444,Remnant Vegetation,1791.8,62.61706,0,0,80
Wet Tropics,Estuarine,Johnstone,Johnstone,remnant_2021,28.61444,Remnant Vegetation,1786.2,62.42132,-5.6,-0.31,50
Wet Tropics,Estuarine,Johnstone,Johnstone,pre_clear,28.61444,Water,1011.5,35.349,0,0,80
Wet Tropics,Estuarine,Johnstone,Johnstone,remnant_1997,28.61444,Water,1005.7,35.14553,-5.8,-0.58,38
Wet Tropics,Estuarine,Johnstone,Johnstone,remnant_1999,28.61444,Water,1005.7,35.14553,0,0,80
Wet Tropics,Estuarine,Johnstone,Johnstone,remnant_2000,28.61444,Water,1005.7,35.14553,0,0,80
Wet Tropics,Estuarine,Johnstone,Johnstone,remnant_2001,28.61444,Water,1005.7,35.14553,0,0,80
Wet Tropics,Estuarine,Johnstone,Johnstone,remnant_2003,28.61444,Water,1005.7,35.14553,0,-0,80
Wet Tropics,Estuarine,Johnstone,Johnstone,remnant_2005,28.61444,Water,1005.7,35.14553,0,-0,80
Wet Tropics,Estuarine,Johnstone,Johnstone,remnant_2006,28.61444,Water,1005.7,35.14553,0,0,80
Wet Tropics,Estuarine,Johnstone,Johnstone,remnant_2006b,28.61444,Water,1005.7,35.14553,0,0,80
Wet Tropics,Estuarine,Johnstone,Johnstone,remnant_2007,28.61444,Water,1005.7,35.14553,0,0,80
Wet Tropics,Estuarine,Johnstone,Johnstone,remnant_2009,28.61444,Water,1005.7,35.14553,0,0,80
Wet Tropics,Estuarine,Johnstone,Johnstone,remnant_2011,28.61444,Water,1005.7,35.14553,0,0,80
Wet Tropics,Estuarine,Johnstone,Johnstone,remnant_2013,28.61444,Water,1005.7,35.14553,0,0,80
Wet Tropics,Estuarine,Johnstone,Johnstone,remnant_2015,28.61444,Water,1005.7,35.14553,0,0,80
Wet Tropics,Estuarine,Johnstone,Johnstone,remnant_2017,28.61444,Water,1005.7,35.14553,0,0,80
Wet Tropics,Estuarine,Johnstone,Johnstone,remnant_2019,28.61444,Water,1005.7,35.14553,0,0,80
Wet Tropics,Estuarine,Johnstone,Johnstone,remnant_2021,28.61444,Water,1010.9,35.32867,5.2,0.52,81
Burdekin,Estuarine,Burdekin,Lower Burdekin,pre_clear,13.75242,Non-Remnant Vegetation,0,0,0,0,80
Burdekin,Estuarine,Burdekin,Lower Burdekin,remnant_1997,13.75242,Non-Remnant Vegetation,0.1,0.00495,0.1,100,99
Burdekin,Estuarine,Burdekin,Lower Burdekin,remnant_1999,13.75242,Non-Remnant Vegetation,0.1,0.00495,0,0,80
Burdekin,Estuarine,Burdekin,Lower Burdekin,remnant_2000,13.75242,Non-Remnant Vegetation,0.1,0.00495,0,0,80
Burdekin,Estuarine,Burdekin,Lower Burdekin,remnant_2001,13.75242,Non-Remnant Vegetation,0.1,0.00601,0,21.36,85
Burdekin,Estuarine,Burdekin,Lower Burdekin,remnant_2003,13.75242,Non-Remnant Vegetation,0.1,0.00604,0,0.41,81
Burdekin,Estuarine,Burdekin,Lower Burdekin,remnant_2005,13.75242,Non-Remnant Vegetation,0.1,0.00604,0,0,80
Burdekin,Estuarine,Burdekin,Lower Burdekin,remnant_2006,13.75242,Non-Remnant Vegetation,0.1,0.00604,0,0,80
Burdekin,Estuarine,Burdekin,Lower Burdekin,remnant_2006b,13.75242,Non-Remnant Vegetation,0.1,0.00604,0,0,80
Burdekin,Estuarine,Burdekin,Lower Burdekin,remnant_2007,13.75242,Non-Remnant Vegetation,0.1,0.00604,0,0,80
Burdekin,Estuarine,Burdekin,Lower Burdekin,remnant_2009,13.75242,Non-Remnant Vegetation,0.1,0.00604,0,0,80
Burdekin,Estuarine,Burdekin,Lower Burdekin,remnant_2011,13.75242,Non-Remnant Vegetation,0.1,0.00604,0,0,80
Burdekin,Estuarine,Burdekin,Lower Burdekin,remnant_2013,13.75242,Non-Remnant Vegetation,0.1,0.00604,0,0,80
Burdekin,Estuarine,Burdekin,Lower Burdekin,remnant_2015,13.75242,Non-Remnant Vegetation,0.1,0.00604,0,0,80
Burdekin,Estuarine,Burdekin,Lower Burdekin,remnant_2017,13.75242,Non-Remnant Vegetation,0.1,0.00604,0,0,80
Burdekin,Estuarine,Burdekin,Lower Burdekin,remnant_2019,13.75242,Non-Remnant Vegetation,0.1,0.00604,0,0,80
Burdekin,Estuarine,Burdekin,Lower Burdekin,remnant_2021,13.75242,Non-Remnant Vegetation,0.1,0.00604,0,0,81
Burdekin,Estuarine,Burdekin,Lower Burdekin,pre_clear,13.75242,Remnant Vegetation,822.5,59.81084,0,0,80
Burdekin,Estuarine,Burdekin,Lower Burdekin,remnant_1997,13.75242,Remnant Vegetation,692.4,50.34893,-130.1,-15.82,17
Burdekin,Estuarine,Burdekin,Lower Burdekin,remnant_1999,13.75242,Remnant Vegetation,692.4,50.34893,0,0,80
Burdekin,Estuarine,Burdekin,Lower Burdekin,remnant_2000,13.75242,Remnant Vegetation,692.4,50.34893,0,0,80
Burdekin,Estuarine,Burdekin,Lower Burdekin,remnant_2001,13.75242,Remnant Vegetation,692.4,50.34787,0,-0,80
Burdekin,Estuarine,Burdekin,Lower Burdekin,remnant_2003,13.75242,Remnant Vegetation,692.4,50.34784,0,-0,80
Burdekin,Estuarine,Burdekin,Lower Burdekin,remnant_2005,13.75242,Remnant Vegetation,692.4,50.34784,0,0,80
Burdekin,Estuarine,Burdekin,Lower Burdekin,remnant_2006,13.75242,Remnant Vegetation,692.4,50.34784,0,0,80
Burdekin,Estuarine,Burdekin,Lower Burdekin,remnant_2006b,13.75242,Remnant Vegetation,692.4,50.34784,0,0,80
Burdekin,Estuarine,Burdekin,Lower Burdekin,remnant_2007,13.75242,Remnant Vegetation,692.4,50.34784,0,0,80
Burdekin,Estuarine,Burdekin,Lower Burdekin,remnant_2009,13.75242,Remnant Vegetation,692.4,50.34784,0,0,80
Burdekin,Estuarine,Burdekin,Lower Burdekin,remnant_2011,13.75242,Remnant Vegetation,692.4,50.34784,0,0,80
Burdekin,Estuarine,Burdekin,Lower Burdekin,remnant_2013,13.75242,Remnant Vegetation,692.4,50.34784,0,0,80
Burdekin,Estuarine,Burdekin,Lower Burdekin,remnant_2015,13.75242,Remnant Vegetation,692.4,50.34784,0,0,80
Burdekin,Estuarine,Burdekin,Lower Burdekin,remnant_2017,13.75242,Remnant Vegetation,692.4,50.34784,0,0,80
Burdekin,Estuarine,Burdekin,Lower Burdekin,remnant_2019,13.75242,Remnant Vegetation,692.4,50.34784,0,0,80
Burdekin,Estuarine,Burdekin,Lower Burdekin,remnant_2021,13.75242,Remnant Vegetation,692.4,50.34784,0,-0,80
Burdekin,Estuarine,Burdekin,Lower Burdekin,pre_clear,13.75242,Water,552.7,40.18916,0,0,80
Burdekin,Estuarine,Burdekin,Lower Burdekin,remnant_1997,13.75242,Water,682.8,49.64612,130.1,23.53,85
Burdekin,Estuarine,Burdekin,Lower Burdekin,remnant_1999,13.75242,Water,682.8,49.64612,0,0,80
Burdekin,Estuarine,Burdekin,Lower Burdekin,remnant_2000,13.75242,Water,682.8,49.64612,0,0,80
Burdekin,Estuarine,Burdekin,Lower Burdekin,remnant_2001,13.75242,Water,682.8,49.64612,0,0,80
Burdekin,Estuarine,Burdekin,Lower Burdekin,remnant_2003,13.75242,Water,682.8,49.64612,0,0,80
Burdekin,Estuarine,Burdekin,Lower Burdekin,remnant_2005,13.75242,Water,682.8,49.64612,0,0,80
Burdekin,Estuarine,Burdekin,Lower Burdekin,remnant_2006,13.75242,Water,682.8,49.64612,0,0,80
Burdekin,Estuarine,Burdekin,Lower Burdekin,remnant_2006b,13.75242,Water,682.8,49.64612,0,0,80
Burdekin,Estuarine,Burdekin,Lower Burdekin,remnant_2007,13.75242,Water,682.8,49.64612,0,0,80
Burdekin,Estuarine,Burdekin,Lower Burdekin,remnant_2009,13.75242,Water,682.8,49.64612,0,0,80
Burdekin,Estuarine,Burdekin,Lower Burdekin,remnant_2011,13.75242,Water,682.8,49.64612,0,0,80
Burdekin,Estuarine,Burdekin,Lower Burdekin,remnant_2013,13.75242,Water,682.8,49.64612,0,0,80
Burdekin,Estuarine,Burdekin,Lower Burdekin,remnant_2015,13.75242,Water,682.8,49.64612,0,0,80
Burdekin,Estuarine,Burdekin,Lower Burdekin,remnant_2017,13.75242,Water,682.8,49.64612,0,0,80
Burdekin,Estuarine,Burdekin,Lower Burdekin,remnant_2019,13.75242,Water,682.8,49.64612,0,0,80
Burdekin,Estuarine,Burdekin,Lower Burdekin,remnant_2021,13.75242,Water,682.8,49.64612,0,0,80
Dry Tropics,Estuarine,Ross,Magnetic Island,pre_clear,0.91729,Non-Remnant Vegetation,0,0,0,0,80
Dry Tropics,Estuarine,Ross,Magnetic Island,remnant_1997,0.91729,Non-Remnant Vegetation,2.5,2.73748,2.5,100,99
Dry Tropics,Estuarine,Ross,Magnetic Island,remnant_1999,0.91729,Non-Remnant Vegetation,2.5,2.73748,0,0,80
Dry Tropics,Estuarine,Ross,Magnetic Island,remnant_2000,0.91729,Non-Remnant Vegetation,2.5,2.73748,0,0,80
Dry Tropics,Estuarine,Ross,Magnetic Island,remnant_2001,0.91729,Non-Remnant Vegetation,2.5,2.73748,0,0,80
Dry Tropics,Estuarine,Ross,Magnetic Island,remnant_2003,0.91729,Non-Remnant Vegetation,2.5,2.73748,0,0,80
Dry Tropics,Estuarine,Ross,Magnetic Island,remnant_2005,0.91729,Non-Remnant Vegetation,2.5,2.73748,0,0,80
Dry Tropics,Estuarine,Ross,Magnetic Island,remnant_2006,0.91729,Non-Remnant Vegetation,2.5,2.73748,0,0,80
Dry Tropics,Estuarine,Ross,Magnetic Island,remnant_2006b,0.91729,Non-Remnant Vegetation,2.5,2.73748,0,0,80
Dry Tropics,Estuarine,Ross,Magnetic Island,remnant_2007,0.91729,Non-Remnant Vegetation,2.5,2.73748,0,0,80
