Data Source,Region,Basin,Catchment,Site Code,Site Name,Latitude,Longitude,Datum,Sample Reference,Sampling Year,Date Time,Collection Method,Sampling Depth (m),Laboratory,Analysis Method,Analyte Group,Analyte,Operator,Value,Unit,Quality Code,Comment,Project Name,Project Description
"WQI","Burdekin","Burdekin","Lower Burdekin River","120002C","Burdekin River at Sellheim","-20.006256","146.439055","GDA2020","306839","2011-2012","16/01/2012 15:00","Manual","0.2","Chemistry Centre","Catalysed acidic block digestion with colorimetric segmented flow analyser finish","Total Suspended Solids & Nutrients","Total Kjeldahl nitrogen as N","","0.28","Milligrams/Litre","10","","",""
"WQI","Burdekin","Burdekin","Lower Burdekin River","120002C","Burdekin River at Sellheim","-20.006256","146.439055","GDA2020","306839","2011-2012","16/01/2012 15:00","Manual","0.2","Chemistry Centre","Catalysed acidic block digestion with colorimetric segmented flow analyser finish","Total Suspended Solids & Nutrients","Total Kjeldahl phosphorus as P","","0.05","Milligrams/Litre","10","","",""
"WQI","Burdekin","Burdekin","Lower Burdekin River","120002C","Burdekin River at Sellheim","-20.006256","146.439055","GDA2020","306839","2011-2012","16/01/2012 15:00","Manual","0.2","Chemistry Centre","Calculated result","Total Suspended Solids & Nutrients","Total nitrogen as N","","0.3","Milligrams/Litre","10","","",""
"WQI","Burdekin","Burdekin","Lower Burdekin River","120002C","Burdekin River at Sellheim","-20.006256","146.439055","GDA2020","306839","2011-2012","16/01/2012 15:00","Manual","0.2","Chemistry Centre","Gravimetric filtration followed by combustion","Total Suspended Solids & Nutrients","Total suspended solids","","23","Milligrams/Litre","10","","",""
"WQI","Burdekin","Burdekin","Lower Burdekin River","120002C","Burdekin River at Sellheim","-20.006256","146.439055","GDA2020","306841","2011-2012","19/01/2012 11:15","Manual","0.3","Chemistry Centre","Segmented flow analysis of 0.45 micrometres filtered water samples","Total Suspended Solids & Nutrients","Ammonium nitrogen as N","","0.014","Milligrams/Litre","10","","",""
"WQI","Burdekin","Burdekin","Lower Burdekin River","120002C","Burdekin River at Sellheim","-20.006256","146.439055","GDA2020","306841","2011-2012","19/01/2012 11:15","Manual","0.3","Chemistry Centre","Catalysed acidic block digestion with colorimetric segmented flow analyser finish","Total Suspended Solids & Nutrients","Dissolved Kjeldahl nitrogen as N","","0.19","Milligrams/Litre","10","","",""
"WQI","Burdekin","Burdekin","Lower Burdekin River","120002C","Burdekin River at Sellheim","-20.006256","146.439055","GDA2020","306841","2011-2012","19/01/2012 11:15","Manual","0.3","Chemistry Centre","Catalysed acidic block digestion with colorimetric segmented flow analyser finish","Total Suspended Solids & Nutrients","Dissolved Kjeldahl phosphorus as P","","0.05","Milligrams/Litre","10","","",""
"WQI","Burdekin","Burdekin","Lower Burdekin River","120002C","Burdekin River at Sellheim","-20.006256","146.439055","GDA2020","306841","2011-2012","19/01/2012 11:15","Manual","0.3","Chemistry Centre","Calculated result","Total Suspended Solids & Nutrients","Dissolved organic nitrogen as N","","0.18","Milligrams/Litre","10","","",""
"WQI","Burdekin","Burdekin","Lower Burdekin River","120002C","Burdekin River at Sellheim","-20.006256","146.439055","GDA2020","306841","2011-2012","19/01/2012 11:15","Manual","0.3","Chemistry Centre","Calculated result","Total Suspended Solids & Nutrients","Dissolved organic phosphorus as P","<","0.02","Milligrams/Litre","10","","",""
"WQI","Burdekin","Burdekin","Lower Burdekin River","120002C","Burdekin River at Sellheim","-20.006256","146.439055","GDA2020","306841","2011-2012","19/01/2012 11:15","Manual","0.3","Chemistry Centre","Segmented flow analysis of 0.45 micrometres filtered water samples","Total Suspended Solids & Nutrients","Filterable Reactive phosphorus as P","","0.036","Milligrams/Litre","10","","",""
"WQI","Burdekin","Burdekin","Lower Burdekin River","120002C","Burdekin River at Sellheim","-20.006256","146.439055","GDA2020","306841","2011-2012","19/01/2012 11:15","Manual","0.3","Chemistry Centre","Segmented flow analysis of 0.45 micrometres filtered water samples","Total Suspended Solids & Nutrients","Oxidised nitrogen as N","","0.117","Milligrams/Litre","10","","",""
"WQI","Burdekin","Burdekin","Lower Burdekin River","120002C","Burdekin River at Sellheim","-20.006256","146.439055","GDA2020","306841","2011-2012","19/01/2012 11:15","Manual","0.3","Chemistry Centre","Calculated result","Total Suspended Solids & Nutrients","Particulate nitrogen as N","","0.88","Milligrams/Litre","10","","",""
"WQI","Burdekin","Burdekin","Lower Burdekin River","120002C","Burdekin River at Sellheim","-20.006256","146.439055","GDA2020","306841","2011-2012","19/01/2012 11:15","Manual","0.3","Chemistry Centre","Calculated result","Total Suspended Solids & Nutrients","Particulate phosphorus as P","","0.33","Milligrams/Litre","10","","",""
"WQI","Burdekin","Burdekin","Lower Burdekin River","120002C","Burdekin River at Sellheim","-20.006256","146.439055","GDA2020","306841","2011-2012","19/01/2012 11:15","Manual","0.3","Chemistry Centre","Calculated result","Total Suspended Solids & Nutrients","Total dissolved nitrogen as N","","0.31","Milligrams/Litre","10","","",""
"WQI","Burdekin","Burdekin","Lower Burdekin River","120002C","Burdekin River at Sellheim","-20.006256","146.439055","GDA2020","306841","2011-2012","19/01/2012 11:15","Manual","0.3","Chemistry Centre","Catalysed acidic block digestion with colorimetric segmented flow analyser finish","Total Suspended Solids & Nutrients","Total Kjeldahl nitrogen as N","","1.07","Milligrams/Litre","10","","",""
"WQI","Burdekin","Burdekin","Lower Burdekin River","120002C","Burdekin River at Sellheim","-20.006256","146.439055","GDA2020","306841","2011-2012","19/01/2012 11:15","Manual","0.3","Chemistry Centre","Catalysed acidic block digestion with colorimetric segmented flow analyser finish","Total Suspended Solids & Nutrients","Total Kjeldahl phosphorus as P","","0.38","Milligrams/Litre","10","","",""
"WQI","Burdekin","Burdekin","Lower Burdekin River","120002C","Burdekin River at Sellheim","-20.006256","146.439055","GDA2020","306841","2011-2012","19/01/2012 11:15","Manual","0.3","Chemistry Centre","Calculated result","Total Suspended Solids & Nutrients","Total nitrogen as N","","1.19","Milligrams/Litre","10","","",""
"WQI","Burdekin","Burdekin","Lower Burdekin River","120002C","Burdekin River at Sellheim","-20.006256","146.439055","GDA2020","306841","2011-2012","19/01/2012 11:15","Manual","0.3","Chemistry Centre","Gravimetric filtration followed by combustion","Total Suspended Solids & Nutrients","Total suspended solids","","575","Milligrams/Litre","10","","",""
"WQI","Burdekin","Burdekin","Lower Burdekin River","120002C","Burdekin River at Sellheim","-20.006256","146.439055","GDA2020","306674","2011-2012","25/01/2012 13:55","Manual","0.3","Chemistry Centre","Segmented flow analysis of 0.45 micrometres filtered water samples","Total Suspended Solids & Nutrients","Ammonium nitrogen as N","","0.004","Milligrams/Litre","10","","",""
"WQI","Burdekin","Burdekin","Lower Burdekin River","120002C","Burdekin River at Sellheim","-20.006256","146.439055","GDA2020","306674","2011-2012","25/01/2012 13:55","Manual","0.3","Chemistry Centre","Catalysed acidic block digestion with colorimetric segmented flow analyser finish","Total Suspended Solids & Nutrients","Dissolved Kjeldahl nitrogen as N","","0.22","Milligrams/Litre","10","","",""
"WQI","Burdekin","Burdekin","Lower Burdekin River","120002C","Burdekin River at Sellheim","-20.006256","146.439055","GDA2020","306674","2011-2012","25/01/2012 13:55","Manual","0.3","Chemistry Centre","Catalysed acidic block digestion with colorimetric segmented flow analyser finish","Total Suspended Solids & Nutrients","Dissolved Kjeldahl phosphorus as P","","0.06","Milligrams/Litre","10","","",""
"WQI","Burdekin","Burdekin","Lower Burdekin River","120002C","Burdekin River at Sellheim","-20.006256","146.439055","GDA2020","306674","2011-2012","25/01/2012 13:55","Manual","0.3","Chemistry Centre","Calculated result","Total Suspended Solids & Nutrients","Dissolved organic nitrogen as N","","0.22","Milligrams/Litre","10","","",""
"WQI","Burdekin","Burdekin","Lower Burdekin River","120002C","Burdekin River at Sellheim","-20.006256","146.439055","GDA2020","306674","2011-2012","25/01/2012 13:55","Manual","0.3","Chemistry Centre","Calculated result","Total Suspended Solids & Nutrients","Dissolved organic phosphorus as P","","0.03","Milligrams/Litre","10","","",""
"WQI","Burdekin","Burdekin","Lower Burdekin River","120002C","Burdekin River at Sellheim","-20.006256","146.439055","GDA2020","306674","2011-2012","25/01/2012 13:55","Manual","0.3","Chemistry Centre","Segmented flow analysis of 0.45 micrometres filtered water samples","Total Suspended Solids & Nutrients","Filterable Reactive phosphorus as P","","0.032","Milligrams/Litre","10","","",""
"WQI","Burdekin","Burdekin","Lower Burdekin River","120002C","Burdekin River at Sellheim","-20.006256","146.439055","GDA2020","306674","2011-2012","25/01/2012 13:55","Manual","0.3","Chemistry Centre","Segmented flow analysis of 0.45 micrometres filtered water samples","Total Suspended Solids & Nutrients","Oxidised nitrogen as N","","0.055","Milligrams/Litre","10","","",""
"WQI","Burdekin","Burdekin","Lower Burdekin River","120002C","Burdekin River at Sellheim","-20.006256","146.439055","GDA2020","306674","2011-2012","25/01/2012 13:55","Manual","0.3","Chemistry Centre","Calculated result","Total Suspended Solids & Nutrients","Particulate nitrogen as N","","0.15","Milligrams/Litre","10","","",""
"WQI","Burdekin","Burdekin","Lower Burdekin River","120002C","Burdekin River at Sellheim","-20.006256","146.439055","GDA2020","306674","2011-2012","25/01/2012 13:55","Manual","0.3","Chemistry Centre","Calculated result","Total Suspended Solids & Nutrients","Particulate phosphorus as P","","0.04","Milligrams/Litre","10","","",""
"WQI","Burdekin","Burdekin","Lower Burdekin River","120002C","Burdekin River at Sellheim","-20.006256","146.439055","GDA2020","306674","2011-2012","25/01/2012 13:55","Manual","0.3","Chemistry Centre","Calculated result","Total Suspended Solids & Nutrients","Total dissolved nitrogen as N","","0.27","Milligrams/Litre","10","","",""
"WQI","Burdekin","Burdekin","Lower Burdekin River","120002C","Burdekin River at Sellheim","-20.006256","146.439055","GDA2020","306674","2011-2012","25/01/2012 13:55","Manual","0.3","Chemistry Centre","Catalysed acidic block digestion with colorimetric segmented flow analyser finish","Total Suspended Solids & Nutrients","Total Kjeldahl nitrogen as N","","0.37","Milligrams/Litre","10","","",""
"WQI","Burdekin","Burdekin","Lower Burdekin River","120002C","Burdekin River at Sellheim","-20.006256","146.439055","GDA2020","306674","2011-2012","25/01/2012 13:55","Manual","0.3","Chemistry Centre","Catalysed acidic block digestion with colorimetric segmented flow analyser finish","Total Suspended Solids & Nutrients","Total Kjeldahl phosphorus as P","","0.1","Milligrams/Litre","10","","",""
"WQI","Burdekin","Burdekin","Lower Burdekin River","120002C","Burdekin River at Sellheim","-20.006256","146.439055","GDA2020","306674","2011-2012","25/01/2012 13:55","Manual","0.3","Chemistry Centre","Calculated result","Total Suspended Solids & Nutrients","Total nitrogen as N","","0.43","Milligrams/Litre","10","","",""
"WQI","Burdekin","Burdekin","Lower Burdekin River","120002C","Burdekin River at Sellheim","-20.006256","146.439055","GDA2020","306674","2011-2012","25/01/2012 13:55","Manual","0.3","Chemistry Centre","Gravimetric filtration followed by combustion","Total Suspended Solids & Nutrients","Total suspended solids","","69","Milligrams/Litre","10","","",""
"WQI","Burdekin","Burdekin","Lower Burdekin River","120002C","Burdekin River at Sellheim","-20.006256","146.439055","GDA2020","306676","2011-2012","27/01/2012 13:15","Manual","0.3","Chemistry Centre","Segmented flow analysis of 0.45 micrometres filtered water samples","Total Suspended Solids & Nutrients","Ammonium nitrogen as N","","0.012","Milligrams/Litre","10","","",""
"WQI","Burdekin","Burdekin","Lower Burdekin River","120002C","Burdekin River at Sellheim","-20.006256","146.439055","GDA2020","306676","2011-2012","27/01/2012 13:15","Manual","0.3","Chemistry Centre","Catalysed acidic block digestion with colorimetric segmented flow analyser finish","Total Suspended Solids & Nutrients","Dissolved Kjeldahl nitrogen as N","","0.31","Milligrams/Litre","10","","",""
"WQI","Burdekin","Burdekin","Lower Burdekin River","120002C","Burdekin River at Sellheim","-20.006256","146.439055","GDA2020","306676","2011-2012","27/01/2012 13:15","Manual","0.3","Chemistry Centre","Catalysed acidic block digestion with colorimetric segmented flow analyser finish","Total Suspended Solids & Nutrients","Dissolved Kjeldahl phosphorus as P","","0.07","Milligrams/Litre","10","","",""
"WQI","Burdekin","Burdekin","Lower Burdekin River","120002C","Burdekin River at Sellheim","-20.006256","146.439055","GDA2020","306676","2011-2012","27/01/2012 13:15","Manual","0.3","Chemistry Centre","Calculated result","Total Suspended Solids & Nutrients","Dissolved organic nitrogen as N","","0.3","Milligrams/Litre","10","","",""
"WQI","Burdekin","Burdekin","Lower Burdekin River","120002C","Burdekin River at Sellheim","-20.006256","146.439055","GDA2020","306676","2011-2012","27/01/2012 13:15","Manual","0.3","Chemistry Centre","Calculated result","Total Suspended Solids & Nutrients","Dissolved organic phosphorus as P","","0.02","Milligrams/Litre","10","","",""
"WQI","Burdekin","Burdekin","Lower Burdekin River","120002C","Burdekin River at Sellheim","-20.006256","146.439055","GDA2020","306676","2011-2012","27/01/2012 13:15","Manual","0.3","Chemistry Centre","Segmented flow analysis of 0.45 micrometres filtered water samples","Total Suspended Solids & Nutrients","Filterable Reactive phosphorus as P","","0.042","Milligrams/Litre","10","","",""
"WQI","Burdekin","Burdekin","Lower Burdekin River","120002C","Burdekin River at Sellheim","-20.006256","146.439055","GDA2020","306676","2011-2012","27/01/2012 13:15","Manual","0.3","Chemistry Centre","Segmented flow analysis of 0.45 micrometres filtered water samples","Total Suspended Solids & Nutrients","Oxidised nitrogen as N","","0.122","Milligrams/Litre","10","","",""
"WQI","Burdekin","Burdekin","Lower Burdekin River","120002C","Burdekin River at Sellheim","-20.006256","146.439055","GDA2020","306676","2011-2012","27/01/2012 13:15","Manual","0.3","Chemistry Centre","Calculated result","Total Suspended Solids & Nutrients","Particulate nitrogen as N","","1.52","Milligrams/Litre","10","","",""
"WQI","Burdekin","Burdekin","Lower Burdekin River","120002C","Burdekin River at Sellheim","-20.006256","146.439055","GDA2020","306676","2011-2012","27/01/2012 13:15","Manual","0.3","Chemistry Centre","Calculated result","Total Suspended Solids & Nutrients","Particulate phosphorus as P","","1.09","Milligrams/Litre","10","","",""
"WQI","Burdekin","Burdekin","Lower Burdekin River","120002C","Burdekin River at Sellheim","-20.006256","146.439055","GDA2020","306676","2011-2012","27/01/2012 13:15","Manual","0.3","Chemistry Centre","Calculated result","Total Suspended Solids & Nutrients","Total dissolved nitrogen as N","","0.43","Milligrams/Litre","10","","",""
"WQI","Burdekin","Burdekin","Lower Burdekin River","120002C","Burdekin River at Sellheim","-20.006256","146.439055","GDA2020","306676","2011-2012","27/01/2012 13:15","Manual","0.3","Chemistry Centre","Catalysed acidic block digestion with colorimetric segmented flow analyser finish","Total Suspended Solids & Nutrients","Total Kjeldahl nitrogen as N","","1.83","Milligrams/Litre","10","","",""
"WQI","Burdekin","Burdekin","Lower Burdekin River","120002C","Burdekin River at Sellheim","-20.006256","146.439055","GDA2020","306676","2011-2012","27/01/2012 13:15","Manual","0.3","Chemistry Centre","Catalysed acidic block digestion with colorimetric segmented flow analyser finish","Total Suspended Solids & Nutrients","Total Kjeldahl phosphorus as P","","1.16","Milligrams/Litre","10","","",""
"WQI","Burdekin","Burdekin","Lower Burdekin River","120002C","Burdekin River at Sellheim","-20.006256","146.439055","GDA2020","306676","2011-2012","27/01/2012 13:15","Manual","0.3","Chemistry Centre","Calculated result","Total Suspended Solids & Nutrients","Total nitrogen as N","","1.95","Milligrams/Litre","10","","",""
"WQI","Burdekin","Burdekin","Lower Burdekin River","120002C","Burdekin River at Sellheim","-20.006256","146.439055","GDA2020","306676","2011-2012","27/01/2012 13:15","Manual","0.3","Chemistry Centre","Gravimetric filtration followed by combustion","Total Suspended Solids & Nutrients","Total suspended solids","","1460","Milligrams/Litre","10","","",""
"WQI","Burdekin","Burdekin","Lower Burdekin River","120002C","Burdekin River at Sellheim","-20.006256","146.439055","GDA2020","306713","2011-2012","30/01/2012 13:35","Manual","0.3","Chemistry Centre","Segmented flow analysis of 0.45 micrometres filtered water samples","Total Suspended Solids & Nutrients","Ammonium nitrogen as N","","0.005","Milligrams/Litre","10","","",""
"WQI","Burdekin","Burdekin","Lower Burdekin River","120002C","Burdekin River at Sellheim","-20.006256","146.439055","GDA2020","306713","2011-2012","30/01/2012 13:35","Manual","0.3","Chemistry Centre","Catalysed acidic block digestion with colorimetric segmented flow analyser finish","Total Suspended Solids & Nutrients","Dissolved Kjeldahl nitrogen as N","","0.2","Milligrams/Litre","10","","",""
"WQI","Burdekin","Burdekin","Lower Burdekin River","120002C","Burdekin River at Sellheim","-20.006256","146.439055","GDA2020","306713","2011-2012","30/01/2012 13:35","Manual","0.3","Chemistry Centre","Catalysed acidic block digestion with colorimetric segmented flow analyser finish","Total Suspended Solids & Nutrients","Dissolved Kjeldahl phosphorus as P","","0.06","Milligrams/Litre","10","","",""
"WQI","Burdekin","Burdekin","Lower Burdekin River","120002C","Burdekin River at Sellheim","-20.006256","146.439055","GDA2020","306713","2011-2012","30/01/2012 13:35","Manual","0.3","Chemistry Centre","Calculated result","Total Suspended Solids & Nutrients","Dissolved organic nitrogen as N","","0.2","Milligrams/Litre","10","","",""
"WQI","Burdekin","Burdekin","Lower Burdekin River","120002C","Burdekin River at Sellheim","-20.006256","146.439055","GDA2020","306713","2011-2012","30/01/2012 13:35","Manual","0.3","Chemistry Centre","Calculated result","Total Suspended Solids & Nutrients","Dissolved organic phosphorus as P","<","0.02","Milligrams/Litre","10","","",""
"WQI","Burdekin","Burdekin","Lower Burdekin River","120002C","Burdekin River at Sellheim","-20.006256","146.439055","GDA2020","306713","2011-2012","30/01/2012 13:35","Manual","0.3","Chemistry Centre","Segmented flow analysis of 0.45 micrometres filtered water samples","Total Suspended Solids & Nutrients","Filterable Reactive phosphorus as P","","0.047","Milligrams/Litre","10","","",""
"WQI","Burdekin","Burdekin","Lower Burdekin River","120002C","Burdekin River at Sellheim","-20.006256","146.439055","GDA2020","306713","2011-2012","30/01/2012 13:35","Manual","0.3","Chemistry Centre","Segmented flow analysis of 0.45 micrometres filtered water samples","Total Suspended Solids & Nutrients","Oxidised nitrogen as N","","0.043","Milligrams/Litre","10","","",""
"WQI","Burdekin","Burdekin","Lower Burdekin River","120002C","Burdekin River at Sellheim","-20.006256","146.439055","GDA2020","306713","2011-2012","30/01/2012 13:35","Manual","0.3","Chemistry Centre","Calculated result","Total Suspended Solids & Nutrients","Particulate nitrogen as N","","0.59","Milligrams/Litre","10","","",""
"WQI","Burdekin","Burdekin","Lower Burdekin River","120002C","Burdekin River at Sellheim","-20.006256","146.439055","GDA2020","306713","2011-2012","30/01/2012 13:35","Manual","0.3","Chemistry Centre","Calculated result","Total Suspended Solids & Nutrients","Particulate phosphorus as P","","0.25","Milligrams/Litre","10","","",""
"WQI","Burdekin","Burdekin","Lower Burdekin River","120002C","Burdekin River at Sellheim","-20.006256","146.439055","GDA2020","306713","2011-2012","30/01/2012 13:35","Manual","0.3","Chemistry Centre","Calculated result","Total Suspended Solids & Nutrients","Total dissolved nitrogen as N","","0.24","Milligrams/Litre","10","","",""
"WQI","Burdekin","Burdekin","Lower Burdekin River","120002C","Burdekin River at Sellheim","-20.006256","146.439055","GDA2020","306713","2011-2012","30/01/2012 13:35","Manual","0.3","Chemistry Centre","Catalysed acidic block digestion with colorimetric segmented flow analyser finish","Total Suspended Solids & Nutrients","Total Kjeldahl nitrogen as N","","0.79","Milligrams/Litre","10","","",""
"WQI","Burdekin","Burdekin","Lower Burdekin River","120002C","Burdekin River at Sellheim","-20.006256","146.439055","GDA2020","306713","2011-2012","30/01/2012 13:35","Manual","0.3","Chemistry Centre","Catalysed acidic block digestion with colorimetric segmented flow analyser finish","Total Suspended Solids & Nutrients","Total Kjeldahl phosphorus as P","","0.31","Milligrams/Litre","10","","",""
"WQI","Burdekin","Burdekin","Lower Burdekin River","120002C","Burdekin River at Sellheim","-20.006256","146.439055","GDA2020","306713","2011-2012","30/01/2012 13:35","Manual","0.3","Chemistry Centre","Calculated result","Total Suspended Solids & Nutrients","Total nitrogen as N","","0.83","Milligrams/Litre","10","","",""
"WQI","Burdekin","Burdekin","Lower Burdekin River","120002C","Burdekin River at Sellheim","-20.006256","146.439055","GDA2020","306713","2011-2012","30/01/2012 13:35","Manual","0.3","Chemistry Centre","Gravimetric filtration followed by combustion","Total Suspended Solids & Nutrients","Total suspended solids","","486","Milligrams/Litre","10","","",""
"WQI","Burdekin","Burdekin","Lower Burdekin River","120002C","Burdekin River at Sellheim","-20.006256","146.439055","GDA2020","302920","2011-2012","01/02/2012 16:35","Unknown","","Chemistry Centre","Segmented flow analysis of 0.45 micrometres filtered water samples","Total Suspended Solids & Nutrients","Ammonium nitrogen as N","","0.006","Milligrams/Litre","10","","",""
"WQI","Burdekin","Burdekin","Lower Burdekin River","120002C","Burdekin River at Sellheim","-20.006256","146.439055","GDA2020","302920","2011-2012","01/02/2012 16:35","Unknown","","Chemistry Centre","Catalysed acidic block digestion with colorimetric segmented flow analyser finish","Total Suspended Solids & Nutrients","Dissolved Kjeldahl nitrogen as N","","0.25","Milligrams/Litre","10","","",""
"WQI","Burdekin","Burdekin","Lower Burdekin River","120002C","Burdekin River at Sellheim","-20.006256","146.439055","GDA2020","302920","2011-2012","01/02/2012 16:35","Unknown","","Chemistry Centre","Catalysed acidic block digestion with colorimetric segmented flow analyser finish","Total Suspended Solids & Nutrients","Dissolved Kjeldahl phosphorus as P","","0.07","Milligrams/Litre","10","","",""
"WQI","Burdekin","Burdekin","Lower Burdekin River","120002C","Burdekin River at Sellheim","-20.006256","146.439055","GDA2020","302920","2011-2012","01/02/2012 16:35","Unknown","","Chemistry Centre","Calculated result","Total Suspended Solids & Nutrients","Dissolved organic nitrogen as N","","0.24","Milligrams/Litre","10","","",""
"WQI","Burdekin","Burdekin","Lower Burdekin River","120002C","Burdekin River at Sellheim","-20.006256","146.439055","GDA2020","302920","2011-2012","01/02/2012 16:35","Unknown","","Chemistry Centre","Calculated result","Total Suspended Solids & Nutrients","Dissolved organic phosphorus as P","<","0.02","Milligrams/Litre","10","","",""
"WQI","Burdekin","Burdekin","Lower Burdekin River","120002C","Burdekin River at Sellheim","-20.006256","146.439055","GDA2020","302920","2011-2012","01/02/2012 16:35","Unknown","","Chemistry Centre","Segmented flow analysis of 0.45 micrometres filtered water samples","Total Suspended Solids & Nutrients","Filterable Reactive phosphorus as P","","0.062","Milligrams/Litre","10","","",""
"WQI","Burdekin","Burdekin","Lower Burdekin River","120002C","Burdekin River at Sellheim","-20.006256","146.439055","GDA2020","302920","2011-2012","01/02/2012 16:35","Unknown","","Chemistry Centre","Segmented flow analysis of 0.45 micrometres filtered water samples","Total Suspended Solids & Nutrients","Oxidised nitrogen as N","","0.037","Milligrams/Litre","10","","",""
"WQI","Burdekin","Burdekin","Lower Burdekin River","120002C","Burdekin River at Sellheim","-20.006256","146.439055","GDA2020","302920","2011-2012","01/02/2012 16:35","Unknown","","Chemistry Centre","Calculated result","Total Suspended Solids & Nutrients","Particulate nitrogen as N","","0.15","Milligrams/Litre","10","","",""
"WQI","Burdekin","Burdekin","Lower Burdekin River","120002C","Burdekin River at Sellheim","-20.006256","146.439055","GDA2020","302920","2011-2012","01/02/2012 16:35","Unknown","","Chemistry Centre","Calculated result","Total Suspended Solids & Nutrients","Particulate phosphorus as P","","0.11","Milligrams/Litre","10","","",""
"WQI","Burdekin","Burdekin","Lower Burdekin River","120002C","Burdekin River at Sellheim","-20.006256","146.439055","GDA2020","302920","2011-2012","01/02/2012 16:35","Unknown","","Chemistry Centre","Calculated result","Total Suspended Solids & Nutrients","Total dissolved nitrogen as N","","0.28","Milligrams/Litre","10","","",""
"WQI","Burdekin","Burdekin","Lower Burdekin River","120002C","Burdekin River at Sellheim","-20.006256","146.439055","GDA2020","302920","2011-2012","01/02/2012 16:35","Unknown","","Chemistry Centre","Catalysed acidic block digestion with colorimetric segmented flow analyser finish","Total Suspended Solids & Nutrients","Total Kjeldahl nitrogen as N","","0.4","Milligrams/Litre","10","","",""
"WQI","Burdekin","Burdekin","Lower Burdekin River","120002C","Burdekin River at Sellheim","-20.006256","146.439055","GDA2020","302920","2011-2012","01/02/2012 16:35","Unknown","","Chemistry Centre","Catalysed acidic block digestion with colorimetric segmented flow analyser finish","Total Suspended Solids & Nutrients","Total Kjeldahl phosphorus as P","","0.18","Milligrams/Litre","10","","",""
"WQI","Burdekin","Burdekin","Lower Burdekin River","120002C","Burdekin River at Sellheim","-20.006256","146.439055","GDA2020","302920","2011-2012","01/02/2012 16:35","Unknown","","Chemistry Centre","Calculated result","Total Suspended Solids & Nutrients","Total nitrogen as N","","0.44","Milligrams/Litre","10","","",""
"WQI","Burdekin","Burdekin","Lower Burdekin River","120002C","Burdekin River at Sellheim","-20.006256","146.439055","GDA2020","302920","2011-2012","01/02/2012 16:35","Unknown","","Chemistry Centre","Gravimetric filtration followed by combustion","Total Suspended Solids & Nutrients","Total suspended solids","","90","Milligrams/Litre","10","","",""
"WQI","Burdekin","Burdekin","Lower Burdekin River","120002C","Burdekin River at Sellheim","-20.006256","146.439055","GDA2020","306719","2011-2012","03/02/2012 09:15","Manual","0.3","Chemistry Centre","Segmented flow analysis of 0.45 micrometres filtered water samples","Total Suspended Solids & Nutrients","Ammonium nitrogen as N","","0.008","Milligrams/Litre","10","","",""
"WQI","Burdekin","Burdekin","Lower Burdekin River","120002C","Burdekin River at Sellheim","-20.006256","146.439055","GDA2020","306719","2011-2012","03/02/2012 09:15","Manual","0.3","Chemistry Centre","Catalysed acidic block digestion with colorimetric segmented flow analyser finish","Total Suspended Solids & Nutrients","Dissolved Kjeldahl nitrogen as N","","0.24","Milligrams/Litre","10","","",""
"WQI","Burdekin","Burdekin","Lower Burdekin River","120002C","Burdekin River at Sellheim","-20.006256","146.439055","GDA2020","306719","2011-2012","03/02/2012 09:15","Manual","0.3","Chemistry Centre","Catalysed acidic block digestion with colorimetric segmented flow analyser finish","Total Suspended Solids & Nutrients","Dissolved Kjeldahl phosphorus as P","","0.04","Milligrams/Litre","10","","",""
"WQI","Burdekin","Burdekin","Lower Burdekin River","120002C","Burdekin River at Sellheim","-20.006256","146.439055","GDA2020","306719","2011-2012","03/02/2012 09:15","Manual","0.3","Chemistry Centre","Calculated result","Total Suspended Solids & Nutrients","Dissolved organic nitrogen as N","","0.23","Milligrams/Litre","10","","",""
"WQI","Burdekin","Burdekin","Lower Burdekin River","120002C","Burdekin River at Sellheim","-20.006256","146.439055","GDA2020","306719","2011-2012","03/02/2012 09:15","Manual","0.3","Chemistry Centre","Calculated result","Total Suspended Solids & Nutrients","Dissolved organic phosphorus as P","","0.02","Milligrams/Litre","10","","",""
"WQI","Burdekin","Burdekin","Lower Burdekin River","120002C","Burdekin River at Sellheim","-20.006256","146.439055","GDA2020","306719","2011-2012","03/02/2012 09:15","Manual","0.3","Chemistry Centre","Segmented flow analysis of 0.45 micrometres filtered water samples","Total Suspended Solids & Nutrients","Filterable Reactive phosphorus as P","","0.024","Milligrams/Litre","10","","",""
"WQI","Burdekin","Burdekin","Lower Burdekin River","120002C","Burdekin River at Sellheim","-20.006256","146.439055","GDA2020","306719","2011-2012","03/02/2012 09:15","Manual","0.3","Chemistry Centre","Segmented flow analysis of 0.45 micrometres filtered water samples","Total Suspended Solids & Nutrients","Oxidised nitrogen as N","","0.06","Milligrams/Litre","10","","",""
"WQI","Burdekin","Burdekin","Lower Burdekin River","120002C","Burdekin River at Sellheim","-20.006256","146.439055","GDA2020","306719","2011-2012","03/02/2012 09:15","Manual","0.3","Chemistry Centre","Calculated result","Total Suspended Solids & Nutrients","Particulate nitrogen as N","","0.79","Milligrams/Litre","10","","",""
"WQI","Burdekin","Burdekin","Lower Burdekin River","120002C","Burdekin River at Sellheim","-20.006256","146.439055","GDA2020","306719","2011-2012","03/02/2012 09:15","Manual","0.3","Chemistry Centre","Calculated result","Total Suspended Solids & Nutrients","Particulate phosphorus as P","","0.36","Milligrams/Litre","10","","",""
